# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 26 14:36:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_disc_reflink: Discovery Reference
#
loc_rowid,pl_hostname,pl_name,pl_pnum,pl_kepflag,ra_str,ra,dec_str,dec,pl_disc_reflink
1712,Kepler-1424,Kepler-1424 b,1,1,19h23m58.00s,290.991665,+40d13m45.6s,40.229320,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1713,Kepler-1425,Kepler-1425 b,1,1,19h39m48.25s,294.951036,+43d00m44.8s,43.012436,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1714,Kepler-1426,Kepler-1426 b,1,1,19h30m10.98s,292.545764,+49d25m01.1s,49.416973,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1715,Kepler-1427,Kepler-1427 b,1,1,19h41m23.92s,295.349667,+45d06m52.4s,45.114548,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1716,Kepler-1428,Kepler-1428 b,1,1,19h50m34.14s,297.642262,+49d35m41.9s,49.594978,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1717,Kepler-1429,Kepler-1429 b,1,1,19h01m27.90s,285.366245,+49d02m41.5s,49.044868,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1718,Kepler-143,Kepler-143 b,2,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1719,Kepler-143,Kepler-143 c,2,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1720,Kepler-1430,Kepler-1430 b,1,1,19h18m47.40s,289.697494,+43d22m19.5s,43.372093,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1721,Kepler-1431,Kepler-1431 b,1,1,19h30m38.01s,292.658395,+49d51m54.7s,49.865192,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1722,Kepler-1432,Kepler-1432 b,1,1,19h42m05.80s,295.524175,+49d49m46.4s,49.829548,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1723,Kepler-1433,Kepler-1433 b,1,1,19h09m27.19s,287.363299,+49d27m24.8s,49.456890,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1724,Kepler-1434,Kepler-1434 b,1,1,19h42m09.21s,295.538380,+51d12m10.6s,51.202957,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1725,Kepler-1435,Kepler-1435 b,1,1,19h24m41.59s,291.173299,+44d55m16.1s,44.921131,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1726,Kepler-1436,Kepler-1436 b,1,1,19h50m50.78s,297.711565,+46d46m04.9s,46.768021,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1727,Kepler-1437,Kepler-1437 b,1,1,19h27m27.58s,291.864930,+49d19m33.3s,49.325920,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1728,Kepler-1438,Kepler-1438 b,1,1,19h17m09.55s,289.289809,+40d40m54.0s,40.681665,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1729,Kepler-1439,Kepler-1439 b,1,1,19h02m57.55s,285.739806,+40d58m48.1s,40.980036,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1730,Kepler-144,Kepler-144 b,2,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1731,Kepler-144,Kepler-144 c,2,1,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1732,Kepler-1440,Kepler-1440 b,1,1,19h01m23.27s,285.346938,+48d18m44.1s,48.312252,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1733,Kepler-1441,Kepler-1441 b,1,1,19h34m52.59s,293.719126,+43d07m28.5s,43.124590,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1734,Kepler-1442,Kepler-1442 b,1,1,19h25m01.34s,291.255595,+48d50m49.1s,48.846970,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1735,Kepler-1443,Kepler-1443 b,1,1,18h53m44.58s,283.435761,+47d04m00.7s,47.066855,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1736,Kepler-1444,Kepler-1444 b,1,1,19h01m19.35s,285.330615,+42d02m25.6s,42.040436,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1737,Kepler-1445,Kepler-1445 b,1,1,18h40m59.87s,280.249457,+43d54m54.2s,43.915066,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1738,Kepler-1446,Kepler-1446 b,1,1,19h17m41.75s,289.423960,+46d43m34.2s,46.726170,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1739,Kepler-1447,Kepler-1447 b,1,1,19h18m34.43s,289.643439,+50d43m37.5s,50.727089,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1740,Kepler-1448,Kepler-1448 b,1,1,19h11m28.17s,287.867389,+50d35m44.1s,50.595585,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1741,Kepler-1449,Kepler-1449 b,1,1,19h12m55.62s,288.231731,+50d34m04.4s,50.567886,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1742,Kepler-145,Kepler-145 b,2,1,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,<a refstr=XIE_2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>
1743,Kepler-145,Kepler-145 c,2,1,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,<a refstr=XIE_2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>
1744,Kepler-1450,Kepler-1450 b,1,1,19h38m12.92s,294.553828,+45d04m53.0s,45.081390,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1745,Kepler-1451,Kepler-1451 b,1,1,19h33m47.14s,293.446425,+40d24m35.6s,40.409892,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1746,Kepler-1452,Kepler-1452 b,1,1,19h29m41.48s,292.422830,+38d15m58.8s,38.266328,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1747,Kepler-1453,Kepler-1453 b,1,1,19h04m30.13s,286.125545,+47d56m51.4s,47.947613,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1748,Kepler-1454,Kepler-1454 b,1,1,18h56m53.60s,284.223331,+48d49m54.4s,48.831772,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1749,Kepler-1455,Kepler-1455 b,1,1,19h36m19.93s,294.083055,+50d30m10.0s,50.502777,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1750,Kepler-1456,Kepler-1456 b,1,1,19h07m46.88s,286.945321,+43d49m22.0s,43.822773,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1751,Kepler-1457,Kepler-1457 b,1,1,18h55m04.94s,283.770601,+42d01m38.1s,42.027245,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1752,Kepler-1458,Kepler-1458 b,1,1,18h52m50.79s,283.211614,+41d02m17.0s,41.038063,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1753,Kepler-1459,Kepler-1459 b,1,1,18h49m41.53s,282.423025,+46d00m50.5s,46.014019,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1754,Kepler-146,Kepler-146 b,2,1,19h36m26.58s,294.110756,+38d42m36.8s,38.710230,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1755,Kepler-146,Kepler-146 c,2,1,19h36m26.58s,294.110756,+38d42m36.8s,38.710230,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1756,Kepler-1460,Kepler-1460 b,1,1,19h02m13.87s,285.557796,+44d00m38.8s,44.010788,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1757,Kepler-1461,Kepler-1461 b,1,1,19h03m19.31s,285.830458,+43d11m54.2s,43.198395,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1758,Kepler-1462,Kepler-1462 b,1,1,19h45m35.41s,296.397527,+42d23m48.9s,42.396918,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1759,Kepler-1463,Kepler-1463 b,1,1,19h37m56.95s,294.487304,+42d00m24.9s,42.006920,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1760,Kepler-1464,Kepler-1464 b,2,1,19h08m56.56s,287.235677,+38d45m15.0s,38.754161,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1761,Kepler-1464,Kepler-1464 c,2,1,19h08m56.56s,287.235677,+38d45m15.0s,38.754161,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1762,Kepler-1465,Kepler-1465 b,1,1,19h19m16.64s,289.819341,+51d54m17.5s,51.904850,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1763,Kepler-1466,Kepler-1466 b,1,1,19h19m19.49s,289.831222,+44d36m35.5s,44.609863,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1764,Kepler-1467,Kepler-1467 b,1,1,19h40m11.65s,295.048540,+45d20m33.7s,45.342686,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1765,Kepler-1468,Kepler-1468 b,2,1,19h34m04.76s,293.519844,+41d16m38.7s,41.277405,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1766,Kepler-1468,Kepler-1468 c,2,1,19h34m04.76s,293.519844,+41d16m38.7s,41.277405,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1767,Kepler-1469,Kepler-1469 b,1,1,19h35m17.13s,293.821357,+39d23m28.9s,39.391350,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1768,Kepler-147,Kepler-147 b,2,1,19h11m54.18s,287.975766,+39d05m13.9s,39.087181,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1769,Kepler-147,Kepler-147 c,2,1,19h11m54.18s,287.975766,+39d05m13.9s,39.087181,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1770,Kepler-1470,Kepler-1470 b,1,1,19h14m46.80s,288.695007,+39d52m59.5s,39.883191,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1771,Kepler-1471,Kepler-1471 b,1,1,19h18m39.57s,289.664878,+50d01m12.2s,50.020046,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1772,Kepler-1472,Kepler-1472 b,1,1,19h39m24.64s,294.852648,+49d03m26.9s,49.057472,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1773,Kepler-1473,Kepler-1473 b,1,1,19h22m32.78s,290.636569,+48d59m45.9s,48.996082,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1774,Kepler-1474,Kepler-1474 b,1,1,19h38m46.57s,294.694049,+45d52m00.6s,45.866837,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1775,Kepler-1475,Kepler-1475 b,1,1,19h43m47.59s,295.948273,+44d45m11.2s,44.753124,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1776,Kepler-1476,Kepler-1476 b,1,1,18h58m07.70s,284.532096,+43d59m23.8s,43.989956,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1777,Kepler-1477,Kepler-1477 b,1,1,18h45m11.65s,281.298535,+42d41m08.7s,42.685753,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1778,Kepler-1478,Kepler-1478 b,1,1,19h32m39.62s,293.165079,+41d44m46.4s,41.746235,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1779,Kepler-1479,Kepler-1479 b,1,1,19h02m50.86s,285.711919,+49d42m24.0s,49.706657,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1780,Kepler-148,Kepler-148 b,3,1,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1781,Kepler-148,Kepler-148 c,3,1,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1782,Kepler-148,Kepler-148 d,3,1,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1783,Kepler-1480,Kepler-1480 b,1,1,19h27m59.95s,291.999771,+49d18m06.5s,49.301811,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1784,Kepler-1481,Kepler-1481 b,1,1,19h17m45.35s,289.438971,+49d43m52.4s,49.731220,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1785,Kepler-1482,Kepler-1482 b,1,1,19h01m15.31s,285.313805,+48d43m30.9s,48.725254,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1786,Kepler-1483,Kepler-1483 b,1,1,19h41m38.35s,295.409776,+42d09m03.0s,42.150831,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1787,Kepler-1484,Kepler-1484 b,1,1,19h30m44.23s,292.684285,+38d07m34.6s,38.126286,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1788,Kepler-1485,Kepler-1485 b,1,1,19h52m22.90s,298.095423,+44d44m13.4s,44.737057,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1789,Kepler-1486,Kepler-1486 b,1,1,19h22m21.69s,290.590382,+45d26m23.0s,45.439713,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1790,Kepler-1487,Kepler-1487 b,1,1,19h41m59.55s,295.498108,+38d38m40.2s,38.644501,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1791,Kepler-1488,Kepler-1488 b,1,1,19h06m35.14s,286.646417,+49d56m16.0s,49.937778,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1792,Kepler-1489,Kepler-1489 b,1,1,18h45m11.00s,281.295831,+44d27m55.5s,44.465405,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1793,Kepler-149,Kepler-149 b,3,1,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1794,Kepler-149,Kepler-149 c,3,1,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1795,Kepler-149,Kepler-149 d,3,1,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1796,Kepler-1490,Kepler-1490 b,1,1,19h42m46.46s,295.693573,+42d36m34.2s,42.609512,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1797,Kepler-1491,Kepler-1491 b,1,1,19h34m31.14s,293.629756,+45d44m26.3s,45.740651,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1798,Kepler-1492,Kepler-1492 b,1,1,19h14m23.30s,288.597097,+41d02m11.1s,41.036420,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1799,Kepler-1493,Kepler-1493 b,1,1,19h14m11.80s,288.549148,+38d33m54.8s,38.565232,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1800,Kepler-1494,Kepler-1494 b,1,1,18h50m37.78s,282.657401,+43d09m45.1s,43.162518,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1801,Kepler-1495,Kepler-1495 b,1,1,19h04m31.38s,286.130757,+38d46m46.7s,38.779631,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1802,Kepler-1496,Kepler-1496 b,1,1,19h35m53.74s,293.973936,+45d21m02.5s,45.350704,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1803,Kepler-1497,Kepler-1497 b,1,1,19h44m47.07s,296.196140,+45d38m03.6s,45.634331,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1804,Kepler-1498,Kepler-1498 b,1,1,18h59m06.75s,284.778110,+44d55m00.4s,44.916782,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1805,Kepler-1499,Kepler-1499 b,1,1,18h55m56.72s,283.986337,+41d39m01.5s,41.650406,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1806,Kepler-15,Kepler-15 b,1,1,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,<a refstr=ENDL_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011ApJS..197...13E target=ref> Endl et al. 2011 </a>
1807,Kepler-150,Kepler-150 b,5,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1808,Kepler-150,Kepler-150 c,5,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1809,Kepler-150,Kepler-150 d,5,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
